killed_by,killer_name,killer_placement,killer_position_x,killer_position_y,map,match_id,time,victim_name,victim_placement,victim_position_x,victim_position_y
M416,Lishuaiqi1994,5,446654.3,619735.8,ERANGEL,2U4GBNA0YmnPbefQNZwA5BwIZZGr1rbZ9ME75ZSoLLy_5k7XslGLplmzebtdZiO8,606,Game_Titan,28,451520.5,620178.6
M416,djoll,6,302289.9,501605.8,ERANGEL,2U4GBNA0YmnPbefQNZwA5BwIZZGr1rbZ9ME75ZSoLLy_5k7XslGLplmzebtdZiO8,597,yuejingbutiao,29,302367.7,501470.6
Down and Out,djoll,6,302978.3,503238.5,ERANGEL,2U4GBNA0YmnPbefQNZwA5BwIZZGr1rbZ9ME75ZSoLLy_5k7XslGLplmzebtdZiO8,597,ciownluo,29,303256.2,503375.2
Down and Out,x-WU008,1,477441.2,626033.9,ERANGEL,2U4GBNA0Ymnu2puyqf_NtQlNu-P-GhW9oVdBiQ14E36G-AiBhSA2Xn0jiFh8E__R,504,DarkNetVodka,29,484081.8,626448.4
M16A4,x-WU008,1,495319.7,639735.1,ERANGEL,2U4GBNA0Ymnu2puyqf_NtQlNu-P-GhW9oVdBiQ14E36G-AiBhSA2Xn0jiFh8E__R,589,Jiggernaut,29,495950.9,639873.5
Down and Out,daheng----1993,1,565443.2,252473.7,ERANGEL,2U4GBNA0YmnPbefQNZwA5BwIZZGr1rbZ9ME75ZSoLLy_5k7XslGLplmzebtdZiO8,194,LMQLY,30,567956.9,266128.6
Grenade,LLZ_CHINA,30,618830.6,310069.8,ERANGEL,2U4GBNA0YmnPbefQNZwA5BwIZZGr1rbZ9ME75ZSoLLy_5k7XslGLplmzebtdZiO8,585,LLZ_CHINA,30,618830.6,310069.8
UMP9,zephyyr,27,216654,397338.6,ERANGEL,2U4GBNA0Ymnu2puyqf_NtQlNu-P-GhW9oVdBiQ14E36G-AiBhSA2Xn0jiFh8E__R,466,Lucasop86,31,216742.6,397123.6
Down and Out,Bjornironhide,27,217783,391631.5,ERANGEL,2U4GBNA0Ymnu2puyqf_NtQlNu-P-GhW9oVdBiQ14E36G-AiBhSA2Xn0jiFh8E__R,466,Revan117,31,217118.8,393243.1
AKM,MagusAscendant,35,532575.4,233275.2,ERANGEL,2U4GBNA0YmnPbefQNZwA5BwIZZGr1rbZ9ME75ZSoLLy_5k7XslGLplmzebtdZiO8,224,guoxin04,31,532462.4,233046.7
Grenade,daheng----1993,1,543284.4,235487.5,ERANGEL,2U4GBNA0YmnPbefQNZwA5BwIZZGr1rbZ9ME75ZSoLLy_5k7XslGLplmzebtdZiO8,582,xiaosonglaile,31,543174.4,235030.2
M416,Yaocheng-,1,546550.3,232657.9,ERANGEL,2U4GBNA0YmnPbefQNZwA5BwIZZGr1rbZ9ME75ZSoLLy_5k7XslGLplmzebtdZiO8,525,shanggao-sunfeng,32,546849.6,232668.3
AKM,AndyUrBaba,13,554787,225340.8,ERANGEL,2U4GBNA0Ymnu2puyqf_NtQlNu-P-GhW9oVdBiQ14E36G-AiBhSA2Xn0jiFh8E__R,428,Thaaskor,32,554305.7,226978.2
AKM,AndyUrBaba,13,554810.4,225345.7,ERANGEL,2U4GBNA0Ymnu2puyqf_NtQlNu-P-GhW9oVdBiQ14E36G-AiBhSA2Xn0jiFh8E__R,427,D1stract10n,32,554448.9,227056.6
UMP9,MCB88,8,560766.6,168493.2,ERANGEL,2U4GBNA0YmnPbefQNZwA5BwIZZGr1rbZ9ME75ZSoLLy_5k7XslGLplmzebtdZiO8,280,fuyong123,32,561588.4,167131.6
Buggy,DDW6666,33,217238.4,393250.6,ERANGEL,2U4GBNA0YmnPbefQNZwA5BwIZZGr1rbZ9ME75ZSoLLy_5k7XslGLplmzebtdZiO8,522,DDW6666,33,217238.4,393250.6
M16A4,daiFish,16,360325.2,514408.2,ERANGEL,2U4GBNA0Ymnu2puyqf_NtQlNu-P-GhW9oVdBiQ14E36G-AiBhSA2Xn0jiFh8E__R,351,Unscarred,33,362878.5,509733.9
UMP9,IDontWantBanana,16,363396.2,515895.8,ERANGEL,2U4GBNA0Ymnu2puyqf_NtQlNu-P-GhW9oVdBiQ14E36G-AiBhSA2Xn0jiFh8E__R,373,Scyles00,33,363375.6,515466.5
Down and Out,9years_old,34,218072.7,369144.8,ERANGEL,2U4GBNA0YmnPbefQNZwA5BwIZZGr1rbZ9ME75ZSoLLy_5k7XslGLplmzebtdZiO8,513,8years_old,34,215259,370848.2
M416,songjian0017,24,215068.7,371153.8,ERANGEL,2U4GBNA0YmnPbefQNZwA5BwIZZGr1rbZ9ME75ZSoLLy_5k7XslGLplmzebtdZiO8,513,9years_old,34,218027.5,369187
Down and Out,General_Tso,27,423066.2,324960.3,ERANGEL,2U4GBNA0Ymnu2puyqf_NtQlNu-P-GhW9oVdBiQ14E36G-AiBhSA2Xn0jiFh8E__R,357,ckinamerican,34,422989.8,324563.3
S1897,General_Tso,27,423142,325365.9,ERANGEL,2U4GBNA0Ymnu2puyqf_NtQlNu-P-GhW9oVdBiQ14E36G-AiBhSA2Xn0jiFh8E__R,357,DDWjialun963250,34,423003.3,324892.5
AKM,Faker-SKT1,1,433539.9,636781.5,ERANGEL,2U4GBNA0Ymnu2puyqf_NtQlNu-P-GhW9oVdBiQ14E36G-AiBhSA2Xn0jiFh8E__R,354,Shadowbone11,35,432765.6,637791.3
Down and Out,Faker-SKT1,1,436807.5,636880.4,ERANGEL,2U4GBNA0Ymnu2puyqf_NtQlNu-P-GhW9oVdBiQ14E36G-AiBhSA2Xn0jiFh8E__R,354,spencerman100,35,433509.2,637513.6
P1911,guoxin04,31,532168.9,232856.8,ERANGEL,2U4GBNA0YmnPbefQNZwA5BwIZZGr1rbZ9ME75ZSoLLy_5k7XslGLplmzebtdZiO8,217,LJCYeah,35,532243.1,232900.2
SCAR-L,daheng----1993,1,557177.7,225592.8,ERANGEL,2U4GBNA0YmnPbefQNZwA5BwIZZGr1rbZ9ME75ZSoLLy_5k7XslGLplmzebtdZiO8,416,MagusAscendant,35,558136.4,234547.1
S1897,DDW6666,33,217745.3,393642,ERANGEL,2U4GBNA0YmnPbefQNZwA5BwIZZGr1rbZ9ME75ZSoLLy_5k7XslGLplmzebtdZiO8,415,ohfku-Leech,36,217391.6,394107.2
Hit by Car,DDW6666,33,217181.7,394699.3,ERANGEL,2U4GBNA0YmnPbefQNZwA5BwIZZGr1rbZ9ME75ZSoLLy_5k7XslGLplmzebtdZiO8,388,semperfifox,36,217634.9,394556.4
Down and Out,Quilici,49,388823.4,279003.9,ERANGEL,2U4GBNA0Ymnu2puyqf_NtQlNu-P-GhW9oVdBiQ14E36G-AiBhSA2Xn0jiFh8E__R,121,SANSAN033,36,392759.1,278037.3
M416,TriscuitDaBisket,5,408437.8,286633.4,ERANGEL,2U4GBNA0Ymnu2puyqf_NtQlNu-P-GhW9oVdBiQ14E36G-AiBhSA2Xn0jiFh8E__R,349,TCCCCCCCC,36,396445.2,288195.7
M16A4,jake0oo0,10,396807,295740,ERANGEL,2U4GBNA0Ymnu2puyqf_NtQlNu-P-GhW9oVdBiQ14E36G-AiBhSA2Xn0jiFh8E__R,115,Gside,37,396857.8,295417.2
M416,TCCCCCCCC,36,396435.5,286865.5,ERANGEL,2U4GBNA0Ymnu2puyqf_NtQlNu-P-GhW9oVdBiQ14E36G-AiBhSA2Xn0jiFh8E__R,268,TVNK,37,397692.5,288390.2
S12K,Pacino-,39,551763,225207.6,ERANGEL,2U4GBNA0YmnPbefQNZwA5BwIZZGr1rbZ9ME75ZSoLLy_5k7XslGLplmzebtdZiO8,286,088452,37,552406.1,225369.8
SCAR-L,daheng----1993,1,555763,224896.5,ERANGEL,2U4GBNA0YmnPbefQNZwA5BwIZZGr1rbZ9ME75ZSoLLy_5k7XslGLplmzebtdZiO8,390,zhaohongbin22,37,555908.4,225245.8
Down and Out,wst12345,27,423284,324645.6,ERANGEL,2U4GBNA0Ymnu2puyqf_NtQlNu-P-GhW9oVdBiQ14E36G-AiBhSA2Xn0jiFh8E__R,261,SetYouMisery,38,422956.6,324401.2
S1897,wst12345,27,423467.5,324602.9,ERANGEL,2U4GBNA0Ymnu2puyqf_NtQlNu-P-GhW9oVdBiQ14E36G-AiBhSA2Xn0jiFh8E__R,261,Dysania-Kevin,38,423299.8,324464.2
Motorbike,Chicken7K,38,424144.8,628325.3,ERANGEL,2U4GBNA0YmnPbefQNZwA5BwIZZGr1rbZ9ME75ZSoLLy_5k7XslGLplmzebtdZiO8,179,Chicken7K,38,424144.8,628325.3
SCAR-L,AIMeiZhe1111,28,443931.8,630705,ERANGEL,2U4GBNA0YmnPbefQNZwA5BwIZZGr1rbZ9ME75ZSoLLy_5k7XslGLplmzebtdZiO8,355,HongYu_0911,38,443481.3,628412.8
Down and Out,Jiggernaut,29,467798.2,645971.9,ERANGEL,2U4GBNA0Ymnu2puyqf_NtQlNu-P-GhW9oVdBiQ14E36G-AiBhSA2Xn0jiFh8E__R,239,Thekingofthe,39,467824.2,645595.8
M416,DarkNetVodka,29,467631.8,646003.3,ERANGEL,2U4GBNA0Ymnu2puyqf_NtQlNu-P-GhW9oVdBiQ14E36G-AiBhSA2Xn0jiFh8E__R,239,bililuotianxuan,39,467878.9,644839.3
SCAR-L,daheng----1993,1,555774.4,224873.6,ERANGEL,2U4GBNA0YmnPbefQNZwA5BwIZZGr1rbZ9ME75ZSoLLy_5k7XslGLplmzebtdZiO8,343,Pacino-,39,552295.3,226693.6
Down and Out,daheng----1993,1,555559,224763.1,ERANGEL,2U4GBNA0YmnPbefQNZwA5BwIZZGr1rbZ9ME75ZSoLLy_5k7XslGLplmzebtdZiO8,343,andilireba,39,553434.4,226067.3
UMP9,LiHaoYu5958,42,215916.4,278580.2,ERANGEL,2U4GBNA0YmnPbefQNZwA5BwIZZGr1rbZ9ME75ZSoLLy_5k7XslGLplmzebtdZiO8,238,jialin002,40,215064.6,278755.5
Grenade,jialiang002,40,216340.1,279226.6,ERANGEL,2U4GBNA0YmnPbefQNZwA5BwIZZGr1rbZ9ME75ZSoLLy_5k7XslGLplmzebtdZiO8,288,jialiang002,40,216340.1,279226.6
Down and Out,TCCCCCCCC,36,394472.7,283696.6,ERANGEL,2U4GBNA0Ymnu2puyqf_NtQlNu-P-GhW9oVdBiQ14E36G-AiBhSA2Xn0jiFh8E__R,233,Nooblit,40,395250,285579
M416,TCCCCCCCC,36,394927.7,287540.6,ERANGEL,2U4GBNA0Ymnu2puyqf_NtQlNu-P-GhW9oVdBiQ14E36G-AiBhSA2Xn0jiFh8E__R,233,WolfyJosh,40,395338,287284.6
M16A4,MrGolf_Z,25,336325.6,176597.6,ERANGEL,2U4GBNA0Ymnu2puyqf_NtQlNu-P-GhW9oVdBiQ14E36G-AiBhSA2Xn0jiFh8E__R,226,MikeJiang-666,41,337604.2,172693
Down and Out,teejagan123456,25,338146.2,172815.1,ERANGEL,2U4GBNA0Ymnu2puyqf_NtQlNu-P-GhW9oVdBiQ14E36G-AiBhSA2Xn0jiFh8E__R,226,MDHAHA,41,337993.5,172412.9
Micro UZI,lailaidalao,17,418503.6,324936.5,ERANGEL,2U4GBNA0YmnPbefQNZwA5BwIZZGr1rbZ9ME75ZSoLLy_5k7XslGLplmzebtdZiO8,259,kissmywife,41,418788.1,325564.6
S12K,Xin_Tiao__1124,17,423281.3,327470.4,ERANGEL,2U4GBNA0YmnPbefQNZwA5BwIZZGr1rbZ9ME75ZSoLLy_5k7XslGLplmzebtdZiO8,104,Marcysp,41,423132.9,327368.1
M416,jialiang002,40,216856.6,278732.2,ERANGEL,2U4GBNA0YmnPbefQNZwA5BwIZZGr1rbZ9ME75ZSoLLy_5k7XslGLplmzebtdZiO8,252,OYLY1992,42,215142.9,278775.6
Down and Out,jialiang002,40,217611.3,282422.9,ERANGEL,2U4GBNA0YmnPbefQNZwA5BwIZZGr1rbZ9ME75ZSoLLy_5k7XslGLplmzebtdZiO8,252,LiHaoYu5958,42,216349.4,279223.5
M16A4,x-WU008,1,449070.9,629286.9,ERANGEL,2U4GBNA0Ymnu2puyqf_NtQlNu-P-GhW9oVdBiQ14E36G-AiBhSA2Xn0jiFh8E__R,204,Ston3wallJackson,42,451430.3,629438.7
Down and Out,x-WU008,1,449070.4,629313.8,ERANGEL,2U4GBNA0Ymnu2puyqf_NtQlNu-P-GhW9oVdBiQ14E36G-AiBhSA2Xn0jiFh8E__R,204,V45h7he5t4mp3d3,42,451620.3,629435.1
S1897,General_Tso,27,416895.7,324762.1,ERANGEL,2U4GBNA0Ymnu2puyqf_NtQlNu-P-GhW9oVdBiQ14E36G-AiBhSA2Xn0jiFh8E__R,154,animetittyexpert,43,417138.8,325428.1
AKM,kissmywife,41,418497.9,324395.2,ERANGEL,2U4GBNA0YmnPbefQNZwA5BwIZZGr1rbZ9ME75ZSoLLy_5k7XslGLplmzebtdZiO8,203,F1ower_,43,419120.6,324242.9
AKM,kissmywife,41,422868.7,324278.6,ERANGEL,2U4GBNA0YmnPbefQNZwA5BwIZZGr1rbZ9ME75ZSoLLy_5k7XslGLplmzebtdZiO8,107,HxgCtng,43,420644.3,324567.1
AKM,ckinamerican,34,424157,327550.2,ERANGEL,2U4GBNA0Ymnu2puyqf_NtQlNu-P-GhW9oVdBiQ14E36G-AiBhSA2Xn0jiFh8E__R,170,animetiddyexpert,43,424023,327343.7
M416,Yaocheng-,1,316539.9,453732.6,ERANGEL,2U4GBNA0YmnPbefQNZwA5BwIZZGr1rbZ9ME75ZSoLLy_5k7XslGLplmzebtdZiO8,1039,LUNK_ONES,44,317274.4,453481.3
S1897,General_Tso,27,416665.6,325400.4,ERANGEL,2U4GBNA0Ymnu2puyqf_NtQlNu-P-GhW9oVdBiQ14E36G-AiBhSA2Xn0jiFh8E__R,166,IP79,44,417309.2,324270.5
Punch,DDWjialun963250,34,419561.1,326748.4,ERANGEL,2U4GBNA0Ymnu2puyqf_NtQlNu-P-GhW9oVdBiQ14E36G-AiBhSA2Xn0jiFh8E__R,117,57Street,44,419563.5,326661.5
UMP9,MCB88,8,569937.7,133840.2,ERANGEL,2U4GBNA0YmnPbefQNZwA5BwIZZGr1rbZ9ME75ZSoLLy_5k7XslGLplmzebtdZiO8,175,172235584,44,569282.9,133371.8
UMP9,MCB88,8,575649.4,133123,ERANGEL,2U4GBNA0YmnPbefQNZwA5BwIZZGr1rbZ9ME75ZSoLLy_5k7XslGLplmzebtdZiO8,117,The-eye,44,575713.6,132573
M16A4,MrGolf_Z,25,341123,173275.7,ERANGEL,2U4GBNA0Ymnu2puyqf_NtQlNu-P-GhW9oVdBiQ14E36G-AiBhSA2Xn0jiFh8E__R,162,I_DONT_KNOW98,45,342209.6,163728.5
S12K,DawnStrider371,16,390472.3,346451.3,ERANGEL,2U4GBNA0YmnPbefQNZwA5BwIZZGr1rbZ9ME75ZSoLLy_5k7XslGLplmzebtdZiO8,111,PASHAmyflendXD,45,390925.8,346395.4
S12K,DawnStrider371,16,394064.1,349205.7,ERANGEL,2U4GBNA0YmnPbefQNZwA5BwIZZGr1rbZ9ME75ZSoLLy_5k7XslGLplmzebtdZiO8,155,Lucky_258,45,394199.2,348815.3
P1911,General_Tso,27,418674.1,324606.2,ERANGEL,2U4GBNA0Ymnu2puyqf_NtQlNu-P-GhW9oVdBiQ14E36G-AiBhSA2Xn0jiFh8E__R,103,EXEMrGhost,45,418908.4,324658.4
R1895,wonenggou,7,389321.8,287755.2,ERANGEL,2U4GBNA0YmnPbefQNZwA5BwIZZGr1rbZ9ME75ZSoLLy_5k7XslGLplmzebtdZiO8,142,littlegril,46,388713.6,290159.8
S686,Wawabot,7,392145.3,286765.8,ERANGEL,2U4GBNA0YmnPbefQNZwA5BwIZZGr1rbZ9ME75ZSoLLy_5k7XslGLplmzebtdZiO8,124,zhuijizhe,46,392003.3,286999.7
Punch,DaddyMOP,48,413234.6,481748.1,ERANGEL,2U4GBNA0Ymnu2puyqf_NtQlNu-P-GhW9oVdBiQ14E36G-AiBhSA2Xn0jiFh8E__R,103,Horr,46,413301.1,481690.1
S1897,General_Tso,27,416626.9,325620.8,ERANGEL,2U4GBNA0Ymnu2puyqf_NtQlNu-P-GhW9oVdBiQ14E36G-AiBhSA2Xn0jiFh8E__R,160,misterquiche,46,416850.8,325144.2
Punch,SetYouMisery,38,417590.3,330214.6,ERANGEL,2U4GBNA0Ymnu2puyqf_NtQlNu-P-GhW9oVdBiQ14E36G-AiBhSA2Xn0jiFh8E__R,102,SheepSaysMoo,46,417645,330286.1
Falling,Riazl,19,295457.8,546047.3,ERANGEL,2U4GBNA0Ymnu2puyqf_NtQlNu-P-GhW9oVdBiQ14E36G-AiBhSA2Xn0jiFh8E__R,141,Kittoa,47,295221.2,546200.1
Falling,Riazl,19,297297.7,543896.7,ERANGEL,2U4GBNA0Ymnu2puyqf_NtQlNu-P-GhW9oVdBiQ14E36G-AiBhSA2Xn0jiFh8E__R,153,bijuuu,47,297152.7,543858.9
Tommy Gun,zhuijizhe,46,393323.4,287632.4,ERANGEL,2U4GBNA0YmnPbefQNZwA5BwIZZGr1rbZ9ME75ZSoLLy_5k7XslGLplmzebtdZiO8,110,dybcj,47,393118.5,286507.3
P92,ZeR0_ThE_HeR0,46,413263.6,481657.5,ERANGEL,2U4GBNA0Ymnu2puyqf_NtQlNu-P-GhW9oVdBiQ14E36G-AiBhSA2Xn0jiFh8E__R,126,DaddyMOP,48,413553.2,482173.4
Down and Out,ZeR0_ThE_HeR0,46,413833.9,481134.5,ERANGEL,2U4GBNA0Ymnu2puyqf_NtQlNu-P-GhW9oVdBiQ14E36G-AiBhSA2Xn0jiFh8E__R,126,SamKubota,48,414005,481315.6
P92,172235584,44,566188,135238.2,ERANGEL,2U4GBNA0YmnPbefQNZwA5BwIZZGr1rbZ9ME75ZSoLLy_5k7XslGLplmzebtdZiO8,86,CH3NL3I,48,566517.2,135206.8
Punch,ZsZsZsZsZsZZ,4,576398.4,119800.4,ERANGEL,2U4GBNA0YmnPbefQNZwA5BwIZZGr1rbZ9ME75ZSoLLy_5k7XslGLplmzebtdZiO8,70,TongLing666liu,48,576363.3,119717.8
M416,TCCCCCCCC,36,392662.1,277881.2,ERANGEL,2U4GBNA0Ymnu2puyqf_NtQlNu-P-GhW9oVdBiQ14E36G-AiBhSA2Xn0jiFh8E__R,122,Quilici,49,389007.9,279031.6
M416,TCCCCCCCC,36,393092.8,277905.9,ERANGEL,2U4GBNA0Ymnu2puyqf_NtQlNu-P-GhW9oVdBiQ14E36G-AiBhSA2Xn0jiFh8E__R,115,Hanjeii,49,391552.9,278262.5
M16A4,I_DONT_KNOW98,45,345499.8,161962.6,ERANGEL,2U4GBNA0Ymnu2puyqf_NtQlNu-P-GhW9oVdBiQ14E36G-AiBhSA2Xn0jiFh8E__R,114,Dead_Weapon,50,344948.8,161930.8
Down and Out,I_DONT_KNOW98,45,345200.5,162043.5,ERANGEL,2U4GBNA0Ymnu2puyqf_NtQlNu-P-GhW9oVdBiQ14E36G-AiBhSA2Xn0jiFh8E__R,114,Aiddiction,50,346038.8,161302.7
